Jumlah,tanggal
14,30-04-2021
15,30-06-2021
16,31-08-2021
17,02-11-2021
18,02-01-2022
19,10-03-2022
20,07-06-2022
21,31-08-2022
22,31-10-2022
23,09-01-2023
24,10-03-2023
25,23-05-2023
26,24-07-2023
27,27-09-2023
10,23-12-2021
8,06-08-2021
9,18-10-2021
10,24-12-2021
11,07-03-2022
3,29-06-2021
2,16-09-2021
3,19-08-2022
4,18-11-2022
5,20-03-2023
6,20-09-2023
20,28-01-2020
21,30-03-2020
22,29-05-2020
23,29-07-2020
24,28-09-2020
25,27-11-2020
26,27-01-2021
27,14-04-2021
28,16-06-2021
29,15-08-2021
30,19-10-2021
31,20-12-2021
32,22-02-2022
33,24-04-2022
34,27-06-2022
35,26-08-2022
36,25-10-2022
37,26-12-2022
38,24-02-2023
39,26-04-2023
40,04-07-2023
41,14-09-2023
8,26-02-2020
9,20-07-2020
10,19-09-2020
11,27-11-2020
12,16-02-2021
13,04-05-2021
14,27-07-2021
15,27-05-2022
16,30-04-2023
3,23-01-2020
2,09-11-2022
12,07-05-2020
13,05-02-2022
9,21-02-2020
1,18-11-2021
6,17-05-2022
7,14-09-2022
8,14-03-2023
19,18-11-2020
12,23-09-2023
2,10-06-2020
3,04-10-2020
4,10-02-2021
8,04-04-2020
9,04-07-2020
10,13-10-2020
11,19-12-2020
12,05-05-2021
13,27-10-2021
14,05-04-2022
15,05-06-2022
16,17-08-2022
3,11-04-2020
2,04-12-2021
7,11-01-2020
8,15-07-2020
9,16-09-2020
20,23-01-2020
21,28-05-2020
26,30-03-2020
27,05-06-2020
28,05-08-2020
29,06-10-2020
30,22-12-2020
31,15-03-2021
32,24-06-2021
33,31-08-2021
34,16-11-2021
35,24-01-2022
36,31-03-2022
37,01-06-2022
38,02-08-2022
39,04-10-2022
40,06-12-2022
41,07-02-2023
42,10-04-2023
43,27-06-2023
44,31-08-2023
10,18-03-2020
11,26-07-2020
12,04-01-2021
13,24-10-2021
14,28-12-2021
15,23-07-2022
16,04-10-2023
6,07-06-2023
7,07-10-2023
10,09-01-2020
11,25-06-2020
12,11-09-2020
3,30-05-2020
18,26-01-2020
19,07-06-2020
20,05-09-2020
21,08-11-2020
22,17-01-2021
23,31-03-2021
24,01-06-2021
25,15-09-2021
26,26-12-2021
27,05-03-2022
28,18-06-2022
29,24-09-2022
30,27-11-2022
4,24-08-2020
5,22-01-2020
6,31-05-2020
7,08-08-2020
8,08-10-2020
9,14-12-2020
10,09-09-2022
11,25-01-2023
12,11-04-2023
13,01-10-2023
16,21-07-2021
16,06-02-2022
17,27-05-2022
18,09-08-2023
30,13-01-2021
31,15-03-2021
2,18-01-2020
3,29-01-2023
7,30-04-2023
8,02-10-2023
6,21-02-2020
7,10-07-2020
8,28-09-2020
9,02-07-2021
10,21-06-2022
5,05-01-2020
8,29-05-2020
8,31-08-2020
9,18-09-2020
10,15-09-2021
2,02-08-2020
27,26-01-2020
28,12-06-2020
29,01-11-2020
2,16-08-2021
3,27-07-2022
16,14-09-2020
17,17-11-2021
4,04-08-2021
5,02-02-2022
7,18-01-2020
8,15-12-2021
7,03-03-2022
7,10-01-2022
8,30-03-2022
2,30-01-2020
3,04-08-2023
5,13-07-2023
7,09-01-2021
8,31-01-2022
9,02-04-2022
10,20-06-2022
3,19-07-2022
4,12-01-2023
11,30-05-2022
4,30-10-2021
12,04-01-2021
12,23-04-2021
13,06-12-2021
2,18-05-2022
6,27-04-2022
6,23-02-2023
6,09-12-2020
11,01-01-2023
9,31-10-2021
10,05-01-2022
4,13-02-2020
11,11-04-2020
12,11-06-2020
13,20-04-2021
2,31-10-2021
3,27-02-2022
18,25-07-2020
3,13-01-2020
2,28-02-2020
9,12-01-2022
10,15-03-2022
11,16-05-2022
12,16-07-2022
13,16-09-2022
14,21-11-2022
15,28-01-2023
16,31-03-2023
17,31-05-2023
5,11-07-2022
6,27-02-2022
7,05-06-2022
8,22-01-2023
9,17-06-2023
34,31-05-2020
35,26-03-2022
36,29-05-2022
37,31-07-2022
38,08-10-2022
39,10-01-2023
40,12-03-2023
41,15-05-2023
42,16-07-2023
43,23-09-2023
2,07-07-2021
3,29-06-2022
4,04-07-2023
2,06-06-2023
2,22-07-2020
3,14-10-2020
4,23-09-2022
5,27-12-2022
3,06-06-2021
4,12-06-2022
5,29-01-2023
6,01-04-2023
7,15-08-2023
17,15-03-2020
17,31-05-2020
18,19-06-2020
19,30-08-2020
20,01-11-2020
21,17-01-2021
22,24-04-2021
23,23-07-2021
24,26-09-2021
25,28-11-2021
26,19-03-2022
27,09-07-2022
28,09-09-2022
29,24-02-2023
30,15-10-2023
4,19-05-2023
2,04-04-2021
6,14-10-2022
7,14-06-2023
6,29-01-2023
23,15-03-2020
23,19-07-2020
24,29-08-2020
28,11-01-2020
28,15-03-2020
29,24-03-2020
30,25-05-2020
31,29-07-2020
32,14-10-2020
33,20-12-2020
34,04-03-2021
35,06-05-2021
36,20-10-2021
37,20-01-2022
38,08-04-2022
39,31-12-2022
40,25-03-2023
41,11-06-2023
3,20-12-2020
4,04-03-2021
5,03-05-2021
6,07-10-2021
7,19-12-2021
8,20-03-2022
9,10-06-2022
10,16-08-2022
11,01-11-2022
12,05-03-2023
13,30-05-2023
11,15-01-2020
4,27-10-2022
5,02-07-2023
20,23-01-2020
21,28-03-2020
22,12-06-2020
23,21-01-2021
24,25-03-2021
25,31-08-2021
26,30-10-2021
27,24-02-2022
28,13-07-2022
29,06-10-2022
30,17-03-2023
31,06-07-2023
3,11-03-2020
4,14-09-2022
5,22-02-2023
4,10-03-2022
7,25-05-2023
4,29-04-2022
8,23-04-2020
9,06-02-2021
10,31-10-2021
11,09-01-2022
12,28-04-2022
13,05-01-2023
5,27-02-2022
6,29-01-2023
8,15-01-2020
9,21-11-2020
2,29-01-2021
3,16-07-2022
2,21-11-2022
3,22-05-2023
4,25-09-2023
2,07-08-2021
7,11-08-2022
8,06-04-2023
3,24-12-2020
4,28-03-2023
2,14-05-2021
7,14-02-2021
8,12-01-2023
9,31-03-2023
10,04-08-2023
10,12-05-2023
11,10-08-2023
5,10-11-2021
6,04-03-2022
5,28-09-2021
20,20-05-2020
21,30-08-2020
22,10-01-2021
15,23-01-2020
7,16-05-2021
6,29-11-2020
5,14-03-2020
4,09-04-2020
5,18-06-2020
6,04-09-2020
7,08-01-2021
8,26-04-2021
9,06-07-2021
10,15-04-2022
11,14-01-2023
12,07-05-2023
7,10-07-2021
8,01-07-2022
3,04-01-2022
3,21-05-2023
2,10-03-2023
7,24-02-2022
4,20-07-2022
5,17-07-2023
3,29-10-2021
3,18-08-2023
4,29-06-2023
12,30-06-2021
13,09-03-2023
14,15-10-2023
6,19-04-2020
7,14-07-2020
8,11-11-2020
9,27-01-2021
10,21-08-2021
11,31-10-2021
12,29-05-2022
13,28-08-2022
14,14-01-2023
15,25-09-2023
6,06-01-2021
7,16-10-2021
8,01-02-2023
9,01-05-2023
26,05-07-2023
27,25-09-2023
9,29-02-2020
10,10-02-2021
11,22-04-2021
12,21-10-2021
13,27-04-2022
14,28-06-2022
15,30-08-2022
16,02-03-2023
17,02-06-2023
4,28-01-2020
4,09-11-2020
5,15-11-2020
8,13-01-2020
9,28-05-2020
10,10-08-2020
11,14-10-2020
12,16-12-2020
13,14-02-2021
14,21-05-2021
15,30-07-2021
16,11-10-2021
17,11-12-2021
18,11-02-2022
19,18-04-2022
20,03-07-2022
21,15-09-2022
22,01-12-2022
23,11-07-2023
14,27-01-2020
15,10-04-2020
16,25-05-2021
17,02-11-2021
18,24-01-2022
19,29-03-2022
20,28-05-2022
21,30-07-2022
22,29-09-2022
23,08-12-2022
24,10-02-2023
25,15-05-2023
25,25-09-2023
5,10-09-2022
6,27-05-2023
14,01-03-2020
15,06-12-2021
16,07-02-2022
16,26-04-2022
17,11-05-2022
18,13-07-2022
19,14-09-2022
20,14-11-2022
21,14-01-2023
22,17-03-2023
23,19-05-2023
24,21-07-2023
25,20-09-2023
4,29-05-2023
3,27-05-2022
4,28-04-2023
2,24-06-2022
3,31-10-2021
2,26-01-2023
3,29-03-2023
4,15-09-2023
9,11-05-2020
10,16-08-2020
11,18-12-2020
12,06-03-2021
9,30-12-2022
10,07-04-2023
13,26-02-2020
14,27-05-2020
15,08-08-2020
16,08-10-2020
17,11-02-2021
18,20-04-2021
19,22-07-2021
20,20-09-2021
21,21-12-2021
22,10-03-2022
23,18-05-2022
24,18-07-2022
25,18-09-2022
26,02-12-2022
27,31-03-2023
28,30-05-2023
29,06-08-2023
30,05-10-2023
6,08-04-2020
7,22-09-2020
8,21-12-2020
9,24-12-2021
3,04-04-2020
4,09-08-2020
5,27-10-2021
15,27-02-2020
16,17-09-2021
17,14-12-2021
18,07-10-2022
19,09-03-2023
20,16-05-2023
21,24-07-2023
2,25-01-2021
3,27-10-2021
6,30-01-2021
7,03-05-2021
8,26-04-2022
9,31-03-2023
10,19-07-2023
8,18-04-2020
7,22-02-2020
8,09-06-2020
9,24-08-2020
10,04-09-2021
10,18-12-2021
11,12-01-2022
12,30-07-2022
13,07-10-2022
14,11-03-2023
15,30-08-2023
7,08-03-2020
23,23-08-2020
24,22-12-2020
20,05-03-2020
23,25-11-2020
21,11-05-2020
22,15-07-2020
23,23-09-2020
24,31-01-2021
25,06-06-2021
26,17-08-2021
27,27-10-2021
28,27-02-2022
29,29-04-2022
30,28-07-2022
31,04-03-2023
32,13-08-2023
9,18-01-2020
10,15-07-2020
11,01-10-2020
12,17-08-2021
2,26-08-2020
3,27-05-2023
4,17-08-2023
2,09-04-2020
3,18-08-2022
6,28-02-2023
13,21-03-2020
14,09-09-2020
15,19-01-2021
16,11-05-2021
17,16-09-2021
18,28-04-2022
19,05-07-2022
20,30-09-2022
21,05-01-2023
22,02-04-2023
23,16-08-2023
2,10-03-2022
3,24-10-2023
4,05-03-2020
5,15-05-2020
6,30-08-2020
7,22-11-2020
8,31-01-2021
9,01-07-2021
10,02-09-2021
11,03-11-2021
12,06-01-2022
13,09-03-2022
14,09-05-2022
15,25-02-2023
2,31-10-2021
4,22-09-2020
5,29-09-2021
6,07-06-2022
2,14-09-2022
3,03-01-2023
4,21-08-2023
5,23-10-2023
1,31-03-2021
5,05-03-2020
6,04-11-2021
7,08-08-2022
1,11-05-2020
1,28-04-2022
1,29-04-2022
6,03-03-2020
6,17-08-2021
1,31-03-2023
2,30-05-2023
1,06-06-2023
8,05-01-2020
4,08-05-2020
5,01-03-2021
14,18-01-2020
15,15-03-2023
10,10-03-2020
11,08-06-2020
12,14-08-2020
13,14-10-2020
14,24-12-2020
15,24-03-2021
16,24-06-2021
17,08-09-2021
18,09-12-2021
19,30-03-2022
20,20-06-2022
21,16-10-2022
22,16-01-2023
23,27-05-2023
3,19-02-2020
4,22-04-2020
5,28-02-2021
3,10-03-2020
4,01-07-2021
5,17-01-2022
3,18-07-2020
2,06-07-2021
3,19-02-2022
4,29-01-2023
2,05-03-2020
3,21-09-2021
4,28-03-2022
5,22-02-2023
2,02-03-2020
3,26-02-2020
4,03-05-2020
5,21-07-2020
5,20-10-2020
6,30-12-2020
7,20-04-2021
8,25-06-2021
9,23-12-2021
10,26-03-2022
2,14-01-2020
3,14-10-2022
1,04-01-2020
1,27-01-2020
2,30-03-2020
3,16-06-2020
1,21-04-2020
1,09-06-2020
1,24-07-2020
1,14-07-2021
1,30-10-2021
2,27-02-2022
3,28-04-2022
4,29-01-2023
5,01-04-2023
6,16-08-2023
1,18-04-2022
1,06-07-2022
1,06-10-2022
1,10-10-2022
1,25-10-2022
1,17-11-2022
2,04-08-2023
1,21-11-2022
1,03-01-2023
1,21-01-2023
1,29-01-2023
1,04-02-2023
2,20-05-2023
1,18-02-2023
1,31-03-2023
2,22-07-2023
1,09-05-2023
1,24-07-2023
1,09-08-2023
1,30-09-2023
1,26-04-2020
1,15-08-2020
2,22-01-2022
3,05-06-2022
4,10-10-2022
5,17-12-2022
1,11-09-2022
2,13-12-2022
1,13-03-2023
2,30-05-2023
5,29-12-2021
6,04-07-2023
7,15-09-2023
2,14-02-2020
1,31-01-2020
1,07-02-2021
2,30-10-2021
3,25-04-2022
4,05-03-2023
1,31-10-2021
1,31-12-2021
2,02-08-2022
1,14-02-2022
1,17-02-2022
2,21-02-2023
1,18-05-2022
1,01-09-2022
1,07-09-2022
1,08-09-2022
1,09-09-2022
1,10-10-2022
1,21-11-2022
2,09-02-2023
1,06-01-2023
1,16-02-2023
2,05-10-2023
1,19-02-2023
1,13-03-2023
1,15-07-2023
1,17-08-2023
1,02-09-2023
1,02-09-2023
1,21-09-2022
2,23-02-2023
1,24-08-2023
13,10-03-2020
14,10-05-2020
15,10-07-2020
16,16-09-2020
17,20-11-2020
18,22-01-2021
19,21-05-2021
19,05-08-2021
20,21-08-2021
21,28-10-2021
22,29-12-2021
22,28-02-2022
23,27-04-2022
23,17-08-2022
24,22-08-2022
25,03-02-2023
26,11-04-2023
2,16-11-2022
3,28-08-2023
1,03-10-2021
2,14-01-2022
3,20-03-2022
4,22-05-2022
5,27-07-2022
6,27-11-2022
6,08-02-2023
7,28-05-2023
1,27-10-2022
2,04-08-2023
1,16-12-2022
2,01-07-2023
1,02-04-2023
2,14-08-2023
1,27-10-2022
2,29-12-2022
4,31-03-2021
3,04-08-2022
4,23-01-2023
1,18-06-2020
2,06-06-2023
2,16-01-2020
3,22-03-2022
3,07-06-2022
4,07-07-2022
5,28-11-2022
6,07-07-2023
1,01-11-2022
2,13-03-2023
3,24-10-2023
2,01-11-2020
3,02-08-2021
4,14-10-2021
5,01-11-2022
6,14-03-2023
7,24-10-2023
20,20-02-2020
21,15-06-2020
22,15-08-2020
23,17-10-2020
24,17-06-2021
25,09-09-2021
26,25-02-2023
27,23-06-2023
2,29-11-2020
3,09-03-2023
4,12-05-2023
5,31-07-2023
6,14-10-2023
1,09-08-2020
2,16-02-2021
3,25-04-2021
4,30-10-2021
5,02-02-2022
6,14-04-2022
7,06-07-2022
8,09-11-2022
9,01-04-2023
10,04-08-2023
1,25-06-2021
2,03-09-2021
3,23-11-2021
1,24-07-2021
1,24-11-2021
2,27-07-2022
3,01-11-2022
1,19-03-2022
1,22-03-2022
1,22-03-2022
1,22-03-2022
2,01-11-2022
1,15-08-2022
1,17-11-2022
1,21-11-2022
2,17-02-2023
3,30-04-2023
4,10-10-2023
1,29-01-2023
2,01-04-2023
3,09-08-2023
1,13-03-2023
1,14-03-2023
2,24-10-2023
1,23-08-2023
1,31-08-2023
1,24-10-2023
25,25-04-2020
26,21-08-2020
27,14-05-2022
28,08-09-2022
1,12-07-2021
1,08-06-2023
1,01-10-2023
30,16-01-2020
31,24-06-2020
32,01-10-2020
33,10-02-2021
34,06-06-2021
35,10-09-2021
36,09-02-2022
37,19-06-2022
38,21-01-2023
39,02-04-2023
40,01-07-2023
41,10-09-2023
8,01-04-2020
8,22-02-2023
3,18-02-2021
4,22-05-2021
5,31-10-2021
6,16-03-2022
7,30-05-2022
8,14-10-2022
9,15-02-2023
10,06-06-2023
10,26-04-2022
11,26-06-2022
12,25-08-2022
13,27-11-2022
14,29-01-2023
6,15-03-2020
7,03-06-2020
8,10-11-2020
9,10-01-2021
10,21-03-2021
11,21-08-2021
12,31-10-2021
13,29-01-2022
14,02-04-2022
15,21-06-2022
16,24-08-2022
17,27-11-2022
18,27-01-2023
19,29-03-2023
20,10-06-2023
21,11-08-2023
2,03-02-2021
3,07-04-2021
4,21-08-2021
5,17-11-2021
6,19-01-2022
7,23-03-2022
8,25-05-2022
9,10-08-2022
10,19-10-2022
11,31-12-2022
12,08-03-2023
13,14-06-2023
14,15-08-2023
2,03-04-2020
3,14-10-2020
3,12-06-2021
4,08-02-2022
5,24-06-2022
5,25-10-2022
2,28-02-2020
2,04-05-2020
3,01-06-2020
4,07-08-2020
5,04-11-2020
6,23-01-2021
7,27-03-2021
8,17-08-2021
9,26-02-2022
10,04-02-2023
11,01-05-2023
12,03-07-2023
13,23-09-2023
2,19-10-2022
3,14-01-2023
1,05-04-2020
1,09-06-2020
1,10-02-2021
2,11-07-2021
3,31-10-2021
4,31-03-2023
1,10-02-2021
1,16-02-2021
2,30-04-2021
3,07-08-2021
4,28-10-2021
5,26-04-2022
6,04-08-2023
1,03-05-2021
1,04-06-2021
1,25-07-2021
1,25-08-2021
1,28-10-2021
1,01-12-2021
2,09-02-2022
3,28-02-2023
4,04-08-2023
1,13-03-2022
2,12-06-2022
3,11-06-2023
4,03-09-2023
1,06-04-2022
1,03-09-2022
1,24-09-2022
1,12-10-2022
2,21-12-2022
1,01-11-2022
1,10-11-2022
2,25-05-2023
1,18-02-2023
1,24-03-2023
1,08-04-2023
1,30-05-2023
2,12-10-2023
1,15-08-2023
1,20-09-2023
1,24-09-2023
1,28-12-2021
1,29-05-2021
5,10-02-2020
6,06-07-2020
7,10-11-2020
8,24-01-2021
9,11-04-2021
10,27-12-2021
11,21-03-2022
12,01-06-2022
13,10-08-2022
14,01-11-2022
15,14-02-2023
16,29-05-2023
17,11-08-2023
1,04-09-2022
2,25-11-2022
3,12-05-2023
4,13-07-2023
5,22-09-2023
1,24-10-2023
7,16-01-2020
8,09-04-2020
9,14-06-2021
10,08-12-2021
3,01-03-2020
4,12-06-2022
2,06-05-2021
3,07-12-2021
4,12-01-2023
1,18-02-2020
2,05-03-2021
3,23-06-2021
4,25-08-2021
5,09-02-2022
6,21-05-2022
7,07-07-2023
1,27-02-2022
1,22-03-2022
1,01-11-2022
1,14-03-2023
1,25-07-2023
1,26-03-2021
1,29-08-2021
1,26-01-2020
1,06-02-2020
1,10-05-2020
2,10-05-2020
2,02-09-2022
1,06-12-2022
2,24-10-2023
1,01-11-2020
2,14-03-2021
3,22-05-2022
1,14-02-2021
2,06-06-2021
1,14-07-2021
2,07-06-2022
3,18-08-2022
4,20-03-2023
5,06-06-2023
6,15-08-2023
1,31-10-2021
2,02-04-2023
1,31-10-2021
1,29-04-2022
1,24-06-2022
1,03-07-2022
1,01-11-2022
2,21-01-2023
3,02-04-2023
4,08-06-2023
5,07-08-2023
1,29-01-2023
2,26-08-2023
1,01-04-2023
1,02-04-2023
2,03-10-2023
1,06-05-2023
1,13-06-2023
1,01-07-2023
1,04-07-2023
2,17-09-2023
1,08-07-2023
1,14-08-2023
1,16-08-2023
1,13-03-2023
1,29-02-2020
2,24-03-2022
3,01-10-2022
4,18-03-2023
20,08-05-2020
21,20-12-2020
22,30-05-2021
23,22-08-2021
24,19-12-2021
25,26-04-2022
26,14-08-2022
27,31-03-2023
28,17-08-2023
3,27-08-2022
1,06-04-2020
2,06-08-2020
1,13-03-2022
2,12-06-2022
4,03-09-2023
1,26-01-2023
6,18-10-2022
9,21-12-2022
2,29-07-2023
1,10-02-2022
1,14-02-2022
1,13-03-2023
1,14-03-2023
1,07-06-2023
1,22-07-2023
2,24-09-2023
1,16-09-2023
3,10-08-2020
3,09-01-2022
4,10-01-2022
5,18-03-2022
6,23-09-2022
3,16-02-2021
7,03-01-2020
8,23-04-2020
8,17-10-2020
8,27-10-2020
9,14-03-2021
10,25-08-2021
11,31-10-2021
11,01-02-2022
12,23-03-2022
13,31-05-2022
13,30-10-2022
14,31-12-2022
14,04-03-2023
15,18-04-2023
2,14-03-2023
1,13-02-2020
1,01-11-2020
1,27-08-2021
1,08-02-2022
2,04-07-2022
3,12-09-2022
4,19-12-2022
5,06-03-2023
6,05-06-2023
7,21-08-2023
1,01-03-2022
2,22-07-2022
3,27-09-2022
4,30-11-2022
4,05-03-2023
5,08-04-2023
6,22-07-2023
1,16-03-2022
2,07-07-2022
3,01-11-2022
4,29-05-2023
1,21-03-2022
1,10-04-2022
2,03-09-2022
3,02-01-2023
4,14-04-2023
5,16-07-2023
1,08-05-2022
2,22-01-2023
3,22-03-2023
1,24-05-2022
2,29-01-2023
3,12-04-2023
1,07-08-2022
2,01-11-2022
3,17-08-2023
1,27-08-2022
1,25-10-2022
1,10-01-2023
1,28-10-2022
1,01-11-2022
1,09-12-2022
1,29-01-2023
2,21-05-2023
1,14-02-2023
1,14-08-2023
1,16-08-2023
1,19-09-2023
1,15-10-2023
1,16-02-2023
1,21-05-2020
2,16-04-2022
3,29-03-2023
1,16-06-2021
2,29-10-2021
1,24-01-2022
1,06-08-2023
1,22-02-2022
2,15-09-2022
2,16-03-2020
3,19-05-2022
1,19-10-2022
1,15-04-2021
1,12-07-2022
2,16-12-2022
3,17-09-2023
1,23-05-2022
2,20-12-2022
3,06-05-2023
1,06-12-2022
2,18-03-2023
3,02-06-2023
4,18-09-2023
1,16-02-2021
1,27-10-2022
1,27-03-2023
2,29-05-2023
3,29-07-2023
3,27-09-2023
4,30-09-2023
1,24-06-2023
1,15-10-2023
1,29-02-2020
1,12-09-2022
2,06-03-2023
3,19-03-2023
9,26-01-2020
12,05-09-2020
10,19-04-2020
11,01-07-2020
13,03-01-2021
14,06-03-2021
15,09-05-2021
16,10-07-2021
17,12-09-2021
18,16-11-2021
19,18-01-2022
20,19-03-2022
21,22-06-2022
22,02-12-2022
1,25-05-2020
2,26-07-2020
3,28-09-2020
4,30-11-2020
5,03-02-2021
6,05-09-2021
7,31-12-2021
8,06-03-2022
9,15-05-2022
10,28-07-2022
11,01-05-2023
12,25-10-2023
1,03-08-2021
2,10-10-2021
3,31-12-2021
4,23-03-2022
5,27-05-2022
5,10-08-2022
6,30-08-2022
7,09-11-2022
8,06-06-2023
9,09-08-2023
10,10-10-2023
1,24-11-2021
2,21-03-2022
3,30-08-2022
4,01-11-2022
1,23-01-2022
2,13-09-2023
1,15-05-2022
2,05-09-2022
1,22-02-2023
1,16-03-2023
1,24-10-2023
1,08-09-2022
2,27-09-2023
23,14-03-2022
24,13-05-2022
25,12-07-2022
26,26-10-2022
27,02-01-2023
28,06-03-2023
29,26-10-2023
3,26-02-2020
4,24-06-2020
5,07-09-2021
6,23-01-2023
2,11-02-2020
3,16-02-2022
1,08-07-2021
1,01-12-2021
2,04-08-2023
1,19-02-2022
2,14-03-2023
1,24-03-2022
2,01-10-2022
3,18-03-2023
1,07-08-2022
1,19-11-2022
1,12-02-2023
2,05-10-2023
1,16-02-2023
1,13-03-2023
1,14-03-2023
1,20-03-2023
2,06-06-2023
3,15-08-2023
1,07-04-2023
1,18-08-2023
1,15-10-2023
1,24-10-2023
1,29-03-2022
2,29-05-2022
2,30-07-2022
3,31-07-2022
4,23-10-2022
5,25-12-2022
6,05-03-2023
7,22-05-2023
8,24-07-2023
9,27-09-2023
8,29-08-2022
8,29-10-2022
9,30-12-2022
10,04-03-2023
11,11-07-2023
12,19-09-2023
4,10-03-2020
5,15-05-2020
6,05-09-2020
7,29-05-2021
8,09-08-2021
9,25-10-2021
10,10-02-2022
11,05-07-2022
11,26-12-2022
12,04-01-2023
13,02-04-2023
14,17-07-2023
15,19-10-2023
1,14-03-2020
1,09-06-2020
1,28-10-2021
1,13-03-2023
1,18-08-2023
1,22-03-2020
2,14-06-2020
3,06-06-2021
4,13-08-2021
5,14-10-2021
1,31-03-2023
1,11-06-2023
1,18-11-2021
1,18-06-2020
2,23-08-2020
3,04-12-2020
4,04-02-2021
5,25-05-2021
6,20-11-2021
7,16-07-2022
1,24-02-2022
1,14-02-2021
2,16-08-2023
1,15-07-2023
1,19-09-2023
1,20-02-2022
1,24-11-2021
2,21-03-2022
3,13-03-2023
1,22-03-2022
2,01-11-2022
1,19-11-2022
1,13-03-2023
2,14-06-2023
1,14-03-2023
2,24-10-2023
8,01-04-2021
9,22-06-2021
10,29-06-2022
11,11-07-2023
2,04-09-2023
1,07-01-2020
2,07-03-2020
3,16-05-2020
4,21-09-2020
5,23-11-2020
6,13-10-2021
7,13-12-2021
7,12-03-2022
8,12-06-2023
1,19-01-2020
1,26-07-2020
1,25-09-2020
2,27-09-2020
3,06-12-2020
4,28-02-2021
1,11-04-2021
1,04-09-2021
2,13-09-2022
3,24-05-2023
1,27-11-2021
2,13-03-2023
1,06-04-2022
1,06-09-2022
1,03-10-2022
1,11-10-2022
1,11-10-2022
1,15-10-2022
1,29-01-2023
2,24-05-2023
1,03-02-2023
2,17-05-2023
1,16-03-2023
1,30-03-2023
1,30-03-2023
1,16-05-2023
2,14-08-2023
1,29-08-2023
1,02-09-2023
1,15-10-2023
3,04-01-2020
4,09-03-2020
5,08-05-2020
5,16-07-2020
6,13-10-2020
7,14-12-2020
8,16-02-2021
9,06-05-2021
10,14-11-2021
10,18-01-2022
11,21-01-2022
12,18-02-2022
13,19-04-2022
14,26-06-2022
15,26-11-2022
16,19-09-2023
1,01-01-2020
1,18-02-2020
2,28-08-2021
3,29-10-2021
4,28-12-2021
5,18-05-2022
6,09-08-2022
7,24-01-2023
8,01-04-2023
9,16-07-2023
1,27-02-2020
2,01-10-2020
1,16-07-2020
3,25-03-2021
1,13-08-2020
2,16-01-2021
3,22-03-2021
4,17-12-2022
5,19-02-2023
1,28-11-2020
1,08-02-2021
2,06-07-2021
3,27-02-2022
1,09-02-2021
1,07-03-2021
1,29-05-2021
1,29-08-2021
1,31-10-2021
1,24-02-2022
1,22-03-2022
1,26-04-2022
1,15-08-2022
1,01-10-2022
1,01-11-2022
1,01-11-2022
1,09-11-2022
2,08-05-2023
1,21-11-2022
1,28-01-2023
1,13-03-2023
2,24-10-2023
1,13-03-2023
1,14-03-2023
1,02-04-2023
2,27-09-2023
1,29-08-2023
2,21-03-2022
3,13-03-2023
1,14-03-2020
1,05-08-2020
2,25-11-2020
3,16-02-2021
4,09-08-2021
5,15-11-2021
6,22-11-2022
1,10-02-2021
1,27-02-2022
1,21-03-2022
2,01-11-2022
3,12-04-2023
4,24-10-2023
1,30-04-2022
1,27-07-2022
1,11-10-2022
1,13-04-2023
1,06-05-2023
1,15-08-2023
1,24-10-2023
1,03-11-2021
1,10-04-2020
1,18-08-2022
2,17-10-2022
3,06-06-2023
2,05-04-2023
2,10-10-2021
1,10-01-2020
2,03-03-2023
3,01-06-2023
4,01-09-2023
1,08-03-2020
1,20-06-2020
2,19-08-2020
3,20-02-2021
4,17-11-2021
5,04-05-2022
6,30-04-2023
1,02-08-2020
1,09-08-2022
2,26-08-2022
1,20-02-2021
1,20-04-2021
2,26-06-2021
3,26-08-2021
4,26-12-2021
5,01-03-2022
6,05-08-2022
7,01-11-2022
7,07-01-2023
1,01-06-2021
2,21-12-2021
3,28-05-2022
1,04-07-2021
2,31-10-2021
3,23-01-2022
1,24-03-2022
4,30-05-2022
2,30-07-2022
3,03-10-2022
8,03-12-2022
9,03-02-2023
10,05-04-2023
10,04-06-2023
11,09-06-2023
12,14-08-2023
13,18-10-2023
1,30-03-2022
2,18-08-2022
1,29-04-2022
2,01-04-2023
3,17-08-2023
1,08-06-2022
1,19-06-2022
2,08-09-2022
1,22-07-2022
2,18-11-2022
1,18-08-2022
1,10-10-2022
1,01-11-2022
1,09-11-2022
1,26-01-2023
1,07-02-2023
1,16-02-2023
2,29-08-2023
1,14-06-2023
1,15-08-2023
1,16-08-2023
2,17-06-2021
3,09-09-2021
4,25-11-2021
2,15-08-2021
3,02-04-2021
4,05-07-2021
5,27-10-2021
6,21-03-2022
7,01-11-2022
8,09-01-2023
9,14-03-2023
1,09-06-2020
2,10-12-2020
3,15-03-2022
1,14-08-2020
1,25-11-2020
2,16-02-2021
3,18-04-2021
4,07-08-2021
5,02-02-2022
6,06-07-2022
7,09-11-2022
9,14-02-2023
10,04-08-2023
1,31-10-2021
1,01-12-2021
1,16-01-2022
1,05-03-2022
1,09-10-2022
1,16-11-2022
1,23-12-2022
1,21-01-2023
1,29-01-2023
1,29-01-2023
1,30-05-2023
1,04-08-2023
1,24-10-2023
1,27-02-2020
1,09-05-2020
1,02-11-2022
2,12-01-2023
3,06-04-2023
4,09-07-2023
13,31-01-2021
14,30-05-2021
6,29-04-2021
7,02-12-2021
