Jumlah,tanggal
7,17-11-2021
8,10-08-2022
9,19-10-2022
10,08-03-2023
11,14-06-2023
12,15-08-2023
13,17-10-2023
6,25-02-2020
7,16-09-2020
8,25-05-2021
9,18-11-2022
10,20-03-2023
11,26-06-2023
12,20-09-2023
3,10-10-2022
4,19-01-2022
3,19-01-2022
2,29-01-2023
3,01-04-2023
4,11-06-2023
5,13-08-2023
6,13-10-2023
3,14-02-2021
8,31-10-2021
9,26-04-2022
3,10-03-2021
4,07-06-2022
5,09-02-2023
3,19-07-2023
8,31-03-2020
9,13-01-2022
10,26-09-2022
4,23-06-2020
5,28-07-2023
2,06-07-2021
4,09-05-2020
5,08-02-2021
6,29-04-2022
7,31-03-2023
25,23-02-2020
26,08-05-2020
27,16-08-2020
28,19-11-2020
29,09-02-2021
30,26-05-2021
31,22-08-2021
32,29-10-2021
33,26-04-2022
34,27-09-2022
35,11-07-2023
2,11-04-2020
3,28-08-2021
1,03-09-2021
2,11-05-2020
3,29-04-2022
4,01-04-2023
21,23-02-2020
22,05-05-2020
23,18-07-2020
24,04-10-2020
25,25-12-2020
26,09-06-2021
27,23-10-2022
28,31-12-2022
29,20-03-2023
30,24-05-2023
31,01-08-2023
32,06-10-2023
4,12-10-2021
3,31-10-2021
15,15-03-2020
16,19-05-2020
17,29-10-2020
18,25-04-2021
19,13-01-2023
2,08-02-2020
3,09-05-2020
4,29-10-2021
5,29-04-2022
6,07-02-2023
2,25-05-2022
3,19-10-2022
4,27-12-2022
5,08-03-2023
6,17-10-2023
2,09-04-2020
4,06-08-2020
5,10-11-2020
6,10-07-2021
3,13-01-2021
4,08-11-2021
11,16-11-2022
2,11-09-2021
2,15-06-2022
3,09-09-2022
4,28-12-2022
5,05-10-2023
7,07-10-2020
12,18-01-2020
12,18-02-2020
13,04-03-2020
14,25-08-2020
15,14-12-2020
16,27-02-2021
17,07-11-2021
18,08-01-2022
19,09-03-2022
20,13-05-2022
21,12-07-2022
22,19-10-2022
23,23-05-2023
24,04-09-2023
4,25-04-2022
6,14-12-2021
7,20-05-2022
8,28-07-2022
9,07-10-2022
10,05-01-2023
11,09-03-2023
12,16-05-2023
13,24-07-2023
14,22-10-2023
24,10-01-2020
25,12-03-2020
26,18-05-2020
27,17-07-2020
28,21-09-2020
29,26-11-2020
30,26-01-2021
31,27-03-2021
32,04-06-2021
33,06-08-2021
34,17-10-2021
35,24-12-2021
36,04-03-2022
37,21-03-2023
2,06-06-2021
3,28-10-2021
7,10-05-2020
8,29-04-2021
9,05-06-2022
14,29-02-2020
15,21-09-2020
16,16-03-2021
17,28-10-2021
18,27-02-2022
19,26-11-2022
20,31-03-2023
21,26-08-2023
4,05-11-2020
5,24-03-2021
6,01-07-2021
7,01-10-2021
8,29-01-2022
9,04-06-2022
10,11-09-2022
11,26-12-2022
12,27-02-2023
13,10-05-2023
17,17-02-2020
18,07-05-2020
19,09-07-2020
20,15-09-2020
21,16-11-2020
22,14-02-2021
23,15-04-2021
24,16-06-2021
25,06-09-2021
26,07-11-2021
27,11-02-2022
28,13-04-2022
29,18-06-2022
30,22-08-2022
31,31-12-2022
32,01-03-2023
33,30-04-2023
34,29-06-2023
35,28-08-2023
3,13-03-2023
16,21-09-2020
2,17-01-2022
3,21-03-2023
4,08-11-2020
5,28-01-2021
6,20-09-2021
7,16-08-2022
8,17-10-2022
9,21-12-2022
10,30-07-2023
11,13-10-2023
9,22-06-2020
10,19-08-2021
11,31-10-2022
10,29-02-2020
11,01-05-2020
12,03-07-2020
13,05-09-2020
14,07-11-2020
15,12-01-2021
16,21-03-2021
2,19-09-2023
3,05-08-2020
10,17-01-2023
17,20-01-2020
18,08-04-2020
19,07-06-2020
20,08-08-2020
21,22-10-2020
22,22-12-2020
23,22-02-2021
24,05-06-2021
25,05-08-2021
26,04-10-2021
4,10-01-2020
5,08-03-2023
6,15-08-2023
6,10-02-2021
7,29-08-2021
2,09-08-2022
3,01-11-2022
4,04-02-2023
5,20-07-2023
6,23-09-2023
2,17-11-2021
3,23-03-2022
4,25-05-2022
5,10-08-2022
6,19-10-2022
9,23-02-2020
10,02-05-2020
11,22-07-2020
12,14-10-2020
13,03-02-2021
14,17-04-2021
15,15-09-2021
16,17-11-2021
17,19-01-2022
18,24-04-2022
19,29-06-2022
20,17-09-2022
21,18-12-2022
22,08-04-2023
23,11-06-2023
24,15-08-2023
25,17-10-2023
15,29-03-2020
16,19-07-2020
17,05-10-2020
18,17-12-2020
19,04-03-2021
20,23-06-2021
21,13-09-2021
22,08-12-2021
23,26-02-2022
24,31-05-2022
25,23-08-2022
26,01-11-2022
27,22-01-2023
28,02-05-2023
29,18-10-2023
2,18-06-2020
3,18-02-2021
4,08-12-2021
5,17-11-2022
6,20-03-2023
7,02-08-2023
2,22-10-2022
3,21-09-2021
5,21-02-2020
6,26-05-2020
7,03-09-2020
8,22-10-2021
9,26-01-2022
10,02-08-2022
11,12-10-2022
12,31-01-2023
13,16-08-2023
2,31-01-2021
3,07-04-2021
4,19-01-2022
5,23-03-2022
6,17-10-2023
11,06-08-2020
12,02-11-2021
13,08-01-2022
14,03-06-2022
11,07-03-2020
12,26-07-2020
13,20-10-2020
14,20-12-2020
15,28-02-2021
16,25-05-2021
3,25-04-2022
4,29-06-2022
5,12-10-2022
5,09-02-2021
6,22-03-2022
10,10-01-2020
11,08-04-2020
12,07-06-2020
13,10-08-2020
14,11-12-2020
15,04-03-2021
16,12-05-2021
17,14-08-2021
18,03-11-2021
19,07-01-2022
20,29-03-2022
21,29-05-2022
22,10-08-2022
23,19-10-2022
24,27-12-2022
25,08-03-2023
26,17-05-2023
27,21-07-2023
28,17-10-2023
3,16-05-2020
4,25-04-2021
2,07-09-2020
3,12-11-2020
4,16-03-2021
2,13-04-2020
3,15-09-2023
6,28-07-2021
3,16-11-2021
4,15-03-2020
5,03-06-2020
2,23-05-2023
2,09-02-2021
3,28-04-2022
7,13-04-2020
9,10-11-2020
10,15-02-2023
3,15-03-2022
2,29-02-2020
3,29-07-2021
4,06-03-2022
16,29-10-2020
17,28-12-2020
4,22-02-2020
4,06-07-2020
5,18-08-2021
3,22-06-2021
4,18-11-2022
5,21-03-2023
2,19-12-2020
3,15-09-2021
4,25-12-2021
5,23-03-2022
6,27-12-2022
4,08-11-2021
3,23-02-2020
4,21-05-2020
5,21-07-2020
6,17-10-2020
7,17-12-2020
8,05-01-2022
5,24-02-2020
6,11-10-2020
7,22-09-2022
3,07-08-2020
4,05-03-2022
5,21-11-2022
3,17-07-2023
3,20-07-2020
4,16-04-2022
3,30-12-2021
2,07-02-2021
10,29-02-2020
11,17-07-2020
12,30-12-2020
4,15-07-2020
5,08-06-2021
5,27-07-2021
6,08-10-2021
7,07-02-2022
8,25-07-2023
9,25-10-2023
3,13-02-2023
14,22-07-2020
15,03-02-2021
16,07-04-2021
17,15-09-2021
2,17-11-2021
19,19-01-2022
20,23-03-2022
21,25-05-2022
22,19-10-2022
23,27-12-2022
24,08-03-2023
25,15-08-2023
26,17-10-2023
19,03-02-2020
20,19-03-2020
20,18-05-2020
21,28-05-2020
22,03-08-2020
23,03-10-2020
24,02-12-2020
25,01-09-2023
7,26-07-2020
8,25-09-2020
9,05-12-2020
10,20-02-2021
11,06-01-2022
12,04-05-2022
13,28-07-2022
3,09-05-2020
4,26-04-2022
5,31-07-2020
6,08-04-2023
7,04-08-2023
2,30-05-2022
2,20-05-2020
3,31-07-2020
4,15-11-2020
5,14-01-2021
6,26-04-2021
7,08-07-2021
8,30-07-2022
9,07-10-2022
10,03-09-2023
5,03-06-2021
6,09-11-2020
3,08-05-2020
4,11-07-2020
5,09-09-2020
7,08-01-2021
8,10-03-2021
9,15-05-2021
10,14-07-2021
11,14-09-2021
12,13-11-2021
13,12-01-2022
14,13-03-2022
15,13-05-2022
16,12-07-2022
17,27-09-2022
18,27-11-2022
19,26-01-2023
20,29-03-2023
4,25-02-2020
5,18-11-2022
8,13-06-2020
8,06-09-2020
9,15-09-2020
10,18-11-2021
11,09-08-2022
12,01-03-2023
5,26-01-2022
6,29-06-2022
7,12-10-2022
8,31-01-2023
9,15-05-2023
2,04-02-2020
3,29-03-2021
4,07-03-2022
5,24-09-2022
6,24-01-2023
7,14-06-2023
5,18-01-2020
6,23-07-2020
7,27-06-2021
8,27-08-2021
9,13-12-2022
10,10-07-2023
4,03-02-2020
5,25-06-2020
3,10-02-2021
4,30-10-2021
2,26-02-2020
4,10-04-2021
3,11-05-2020
4,22-10-2020
5,20-01-2021
6,13-04-2021
7,07-01-2022
8,30-04-2022
9,04-03-2020
10,13-05-2020
11,18-08-2020
12,29-05-2021
13,25-10-2021
14,10-02-2022
15,05-07-2022
16,26-12-2022
17,21-03-2023
18,17-07-2023
19,19-10-2023
7,22-03-2022
8,14-03-2023
12,28-07-2022
13,11-10-2023
4,14-06-2021
4,17-09-2021
5,20-05-2022
6,07-10-2022
7,05-01-2023
8,09-03-2023
9,16-05-2023
2,15-01-2022
2,05-11-2021
3,03-06-2022
4,11-10-2022
5,23-07-2020
6,22-03-2022
7,20-07-2022
2,18-01-2020
3,31-03-2020
4,14-07-2020
5,14-09-2020
6,30-12-2020
7,24-05-2021
8,09-05-2022
9,25-10-2023
2,21-07-2020
3,24-01-2022
5,16-01-2020
6,16-05-2020
7,13-08-2020
8,08-01-2021
9,10-03-2021
10,17-05-2021
11,14-08-2021
12,16-04-2022
2,20-08-2020
3,02-04-2020
4,18-06-2020
5,30-03-2022
13,17-02-2020
14,07-04-2020
15,19-06-2020
16,04-11-2020
17,03-01-2021
18,04-03-2021
19,03-05-2021
20,03-07-2021
21,01-09-2021
22,31-10-2021
23,30-12-2021
24,28-02-2022
25,29-04-2022
26,28-06-2022
27,28-08-2022
28,01-11-2022
5,22-08-2020
6,12-04-2023
2,25-08-2020
8,01-03-2023
4,12-11-2020
5,13-01-2021
6,29-03-2021
7,01-07-2021
8,07-12-2022
9,22-05-2023
21,10-09-2022
22,26-08-2023
3,10-12-2020
23,28-01-2020
24,05-06-2020
25,09-08-2020
26,14-10-2020
27,17-12-2020
28,19-02-2021
29,19-04-2021
30,24-06-2021
31,24-08-2021
32,24-10-2021
33,27-12-2021
34,28-02-2022
35,08-05-2022
36,15-08-2022
37,16-10-2022
38,02-01-2023
39,17-03-2023
40,17-05-2023
41,24-07-2023
42,02-10-2023
3,29-03-2021
4,06-07-2021
5,13-08-2023
4,22-01-2023
10,07-04-2020
5,05-07-2021
6,23-11-2021
2,21-03-2022
3,29-05-2022
10,28-03-2023
11,18-06-2023
12,27-08-2023
14,25-02-2020
15,25-05-2021
16,16-09-2021
17,09-03-2022
18,19-08-2022
19,18-11-2022
20,20-03-2023
21,26-06-2023
22,20-09-2023
6,07-04-2021
7,15-09-2021
8,17-11-2021
9,19-01-2022
10,25-05-2022
11,19-10-2022
12,08-03-2023
13,17-06-2023
14,17-10-2023
12,16-06-2020
12,11-05-2023
5,23-01-2021
6,28-02-2021
7,03-10-2021
8,03-12-2021
9,14-02-2022
10,09-05-2022
11,08-07-2022
12,09-09-2022
13,29-12-2022
14,20-03-2023
15,28-08-2023
3,10-11-2020
3,23-06-2020
4,19-09-2020
5,07-06-2022
6,20-09-2023
8,05-03-2020
9,15-01-2021
10,11-05-2021
11,14-12-2021
12,21-02-2023
2,31-01-2021
2,07-08-2020
3,13-10-2020
4,07-01-2021
1,18-02-2021
5,06-06-2021
6,29-08-2021
8,20-02-2023
9,06-10-2023
2,01-03-2020
3,20-07-2020
4,04-12-2020
5,25-03-2021
6,26-02-2022
4,10-05-2020
5,21-08-2022
4,13-04-2020
2,24-04-2020
3,01-07-2020
4,04-01-2022
5,15-03-2022
6,21-12-2022
7,06-03-2023
8,06-05-2023
9,09-07-2023
4,01-11-2020
5,06-06-2021
2,21-07-2020
6,25-10-2022
3,04-03-2020
2,23-01-2021
3,30-03-2021
5,10-06-2021
6,11-08-2021
7,29-01-2022
8,09-04-2022
9,20-06-2022
10,25-01-2023
11,26-03-2023
12,27-05-2023
13,30-07-2023
14,01-10-2023
3,18-04-2020
7,19-05-2020
8,06-10-2022
7,18-06-2020
8,19-08-2020
9,21-11-2020
10,23-04-2021
11,29-08-2021
12,13-12-2021
13,25-02-2022
1,18-01-2021
7,06-07-2021
8,19-09-2021
10,23-11-2021
11,21-03-2022
12,13-03-2023
13,16-09-2023
6,21-03-2022
3,27-08-2021
4,18-03-2022
5,31-10-2022
2,18-07-2020
3,26-09-2020
4,28-11-2020
5,20-09-2021
6,20-02-2022
7,21-04-2022
8,24-02-2023
9,19-06-2023
10,10-09-2023
3,03-09-2022
3,26-02-2022
3,20-06-2022
2,08-09-2022
2,03-07-2020
3,10-10-2021
5,11-09-2021
6,02-07-2022
7,21-11-2022
4,20-12-2020
5,29-01-2022
3,14-08-2022
4,16-08-2023
2,04-03-2020
3,01-02-2022
2,31-01-2020
3,13-08-2021
4,16-11-2021
5,28-04-2020
6,05-06-2022
7,03-09-2022
6,31-01-2020
7,06-04-2020
8,18-10-2020
9,17-01-2021
10,15-07-2021
2,12-09-2020
3,15-01-2020
2,22-11-2020
3,28-04-2021
4,18-04-2022
5,21-03-2023
15,29-02-2020
16,18-06-2020
17,22-09-2020
18,19-02-2021
19,06-07-2021
20,15-09-2021
21,22-11-2021
22,17-03-2022
23,25-05-2022
24,01-08-2022
25,03-10-2022
26,14-12-2022
27,15-02-2023
28,25-10-2023
4,30-01-2023
7,14-04-2020
8,19-09-2020
9,14-06-2021
2,16-08-2021
3,24-05-2022
4,09-08-2023
13,16-08-2020
14,07-08-2021
15,04-08-2022
16,18-06-2023
4,09-02-2023
5,09-07-2023
9,12-02-2020
10,25-08-2020
11,03-12-2022
10,14-12-2020
4,25-02-2020
5,21-11-2022
22,04-01-2020
23,28-01-2023
24,26-08-2023
3,12-12-2020
4,11-02-2021
5,24-04-2021
6,26-06-2021
7,17-09-2023
5,10-02-2020
3,22-07-2020
4,14-10-2020
5,03-02-2021
6,07-04-2021
7,15-09-2021
8,17-11-2021
9,19-01-2022
10,23-03-2022
11,25-05-2022
12,19-10-2022
13,27-12-2022
14,08-03-2023
15,15-08-2023
16,17-10-2023
20,02-01-2020
21,11-05-2020
21,12-08-2020
22,13-09-2020
23,16-03-2021
24,12-06-2021
25,12-08-2021
26,13-10-2021
27,12-12-2021
28,24-05-2022
29,26-07-2022
29,29-09-2022
30,01-02-2023
30,07-06-2023
2,22-09-2020
3,13-03-2023
4,04-08-2023
2,21-12-2021
5,08-06-2020
5,26-05-2021
6,28-06-2021
7,30-08-2021
8,15-07-2023
5,10-09-2022
6,27-05-2023
5,15-01-2021
6,23-02-2023
6,22-02-2020
7,02-06-2020
8,11-09-2020
9,18-12-2020
10,18-06-2022
2,15-05-2023
3,16-08-2023
3,15-09-2021
4,25-05-2022
5,10-08-2022
6,27-12-2022
7,08-03-2023
8,15-08-2023
2,14-10-2020
3,19-01-2022
4,08-03-2023
5,15-08-2023
5,10-12-2020
6,27-09-2021
7,21-03-2022
14,25-06-2023
7,10-02-2022
3,18-02-2021
4,05-06-2021
5,18-03-2023
2,01-10-2020
3,29-01-2023
4,16-08-2023
2,31-10-2021
9,30-10-2021
10,31-03-2023
4,16-07-2020
5,13-09-2022
5,15-12-2022
2,23-12-2021
3,18-12-2021
4,14-03-2022
5,22-02-2023
6,10-02-2022
3,03-03-2022
2,27-10-2022
10,20-01-2020
1,27-07-2020
11,27-07-2020
12,10-10-2020
13,24-12-2020
2,23-02-2021
14,12-05-2021
15,25-08-2021
16,17-11-2021
17,02-03-2022
18,09-06-2022
19,26-08-2022
20,13-01-2023
21,15-03-2023
23,19-05-2023
24,17-10-2023
11,25-02-2020
12,16-09-2020
13,25-05-2021
14,16-09-2021
15,09-03-2022
16,19-08-2022
17,18-11-2022
18,20-03-2023
19,26-06-2023
20,20-09-2023
2,07-04-2023
6,19-01-2020
7,14-04-2020
8,15-06-2020
9,24-10-2020
10,08-08-2021
11,23-10-2021
12,04-09-2022
13,17-11-2022
14,02-02-2023
15,07-04-2023
16,09-07-2023
9,05-01-2020
10,08-10-2020
11,03-04-2021
12,13-06-2021
13,12-09-2021
14,13-03-2022
15,12-06-2022
16,11-09-2022
17,11-12-2022
18,12-03-2023
19,11-06-2023
20,03-09-2023
3,22-09-2020
2,12-03-2023
3,12-05-2023
4,26-07-2023
4,10-12-2020
5,28-09-2021
6,18-12-2021
7,11-01-2023
15,11-02-2022
6,22-11-2021
9,21-03-2020
10,26-07-2020
11,17-12-2020
12,17-01-2022
13,19-04-2022
14,14-12-2022
15,14-05-2023
5,01-07-2022
5,28-10-2022
6,22-01-2023
7,04-09-2023
13,11-06-2020
14,07-02-2021
7,14-10-2021
8,19-09-2023
5,07-03-2020
6,09-05-2020
7,09-07-2020
8,07-09-2020
9,12-11-2020
10,15-01-2021
10,16-03-2021
11,20-03-2021
12,10-06-2021
13,24-09-2021
14,28-11-2021
15,27-01-2022
16,01-04-2022
17,05-07-2022
18,01-10-2022
19,04-12-2022
20,08-02-2023
21,18-04-2023
22,22-06-2023
23,28-08-2023
3,06-07-2021
4,21-03-2022
7,26-07-2021
8,16-11-2022
10,25-02-2020
11,25-05-2021
12,16-09-2021
13,09-03-2022
14,19-08-2022
15,18-11-2022
16,20-09-2023
5,13-06-2020
2,23-01-2020
2,15-02-2020
3,10-03-2023
4,10-07-2023
3,22-11-2021
4,17-07-2022
3,19-04-2020
2,07-06-2021
3,05-10-2021
3,05-03-2020
4,25-02-2023
5,15-09-2023
2,10-02-2021
3,07-06-2022
2,10-10-2022
14,01-02-2020
14,12-06-2020
15,01-07-2020
16,10-09-2020
17,12-11-2020
18,17-03-2021
19,01-06-2021
20,22-10-2021
21,16-02-2022
22,02-07-2022
23,14-01-2023
24,26-08-2023
5,26-09-2022
15,15-03-2021
6,08-04-2021
7,13-07-2021
8,06-10-2021
10,12-01-2020
11,23-03-2020
12,09-06-2020
13,10-09-2020
14,15-11-2020
15,01-02-2021
16,17-05-2021
17,23-07-2021
18,06-10-2021
19,13-12-2021
20,14-02-2022
21,07-05-2022
22,13-07-2022
23,25-09-2022
24,28-11-2022
25,04-02-2023
26,07-05-2023
27,04-08-2023
28,17-10-2023
11,01-09-2021
12,24-01-2022
2,28-10-2022
4,27-09-2021
5,26-09-2023
6,22-07-2020
7,09-01-2021
8,19-01-2022
9,10-04-2022
10,27-12-2022
4,23-12-2021
5,01-12-2021
5,30-01-2023
6,18-08-2023
4,05-07-2022
5,18-08-2023
18,23-01-2020
19,25-04-2020
20,24-06-2020
20,25-08-2020
21,03-09-2020
22,03-11-2020
23,02-01-2021
24,09-07-2021
25,13-11-2021
26,05-02-2022
27,07-04-2022
28,08-06-2022
29,07-08-2022
30,07-11-2022
31,14-01-2023
32,16-06-2023
33,14-09-2023
14,29-02-2020
15,22-09-2020
16,17-12-2020
17,20-09-2021
18,10-12-2021
3,10-07-2021
2,21-10-2021
2,18-07-2020
3,24-01-2022
4,21-09-2022
17,28-01-2020
18,10-06-2020
19,27-08-2022
6,22-07-2020
7,14-10-2020
17,31-01-2020
18,06-06-2021
19,31-10-2021
20,27-02-2022
21,30-04-2022
22,29-01-2023
23,31-03-2023
24,16-08-2023
6,29-02-2020
7,06-02-2021
8,13-06-2021
9,21-12-2021
10,21-02-2022
11,24-07-2022
12,16-10-2022
13,01-03-2023
14,27-05-2023
15,20-10-2023
5,07-04-2021
6,27-09-2021
7,21-01-2022
8,14-08-2022
3,27-07-2022
5,11-06-2020
6,08-02-2021
7,16-11-2021
2,08-02-2021
3,17-09-2021
3,25-05-2022
14,22-07-2020
15,14-10-2020
16,03-02-2021
17,07-04-2021
18,17-11-2021
19,19-01-2022
20,23-03-2022
21,25-05-2022
22,10-08-2022
23,19-10-2022
24,27-12-2022
25,14-06-2023
26,15-08-2023
11,11-02-2021
12,01-09-2021
13,07-12-2021
14,02-03-2022
15,08-06-2022
16,14-09-2022
17,16-12-2022
18,16-03-2023
19,16-06-2023
20,13-09-2023
5,21-01-2021
19,05-01-2020
20,12-04-2020
21,16-08-2020
22,09-02-2021
23,12-09-2021
24,12-06-2022
25,11-09-2022
26,12-03-2023
27,11-06-2023
28,03-09-2023
2,11-03-2023
3,11-05-2023
4,12-07-2023
5,11-09-2023
2,09-05-2021
3,10-07-2021
3,12-09-2021
4,14-09-2021
5,14-11-2021
6,16-01-2022
7,19-03-2022
8,22-06-2022
9,02-12-2022
10,02-04-2023
4,17-12-2020
5,21-03-2022
2,14-02-2023
4,02-11-2022
13,22-04-2020
14,22-07-2020
15,22-09-2020
16,27-09-2021
17,14-04-2022
18,07-07-2022
19,27-09-2022
20,21-03-2023
21,06-06-2023
2,23-01-2020
3,14-01-2021
4,21-10-2021
5,28-07-2022
6,25-01-2023
7,21-09-2023
16,18-01-2020
17,21-03-2020
18,31-05-2020
19,18-08-2020
20,26-10-2020
21,20-01-2021
22,12-07-2021
23,10-09-2021
24,28-11-2021
25,27-01-2022
26,10-05-2022
27,12-08-2022
28,23-10-2022
29,22-12-2022
30,27-08-2023
5,18-08-2022
6,22-02-2023
2,10-05-2020
3,09-07-2020
4,07-09-2020
5,07-11-2020
6,07-01-2021
7,14-03-2021
8,15-05-2021
9,15-07-2021
10,14-09-2021
11,13-11-2021
12,12-01-2022
13,13-03-2022
14,12-05-2022
15,12-07-2022
16,10-09-2022
17,09-11-2022
18,08-01-2023
19,09-03-2023
20,08-05-2023
21,07-07-2023
22,05-09-2023
3,25-02-2023
4,15-09-2023
3,10-02-2022
4,27-05-2022
5,09-12-2022
2,22-08-2021
5,28-04-2020
6,27-06-2020
7,12-09-2020
8,11-11-2020
9,04-02-2021
10,25-04-2021
11,05-07-2021
12,12-09-2021
13,12-11-2021
14,18-01-2022
15,07-04-2022
16,11-06-2022
17,12-08-2022
3,26-09-2021
2,23-10-2021
3,15-03-2022
4,22-07-2022
5,19-12-2022
6,14-05-2023
7,17-01-2020
6,03-04-2020
7,20-06-2020
8,25-08-2020
9,26-10-2020
10,26-12-2020
11,25-02-2021
12,29-04-2021
13,16-08-2021
14,17-10-2021
15,17-12-2021
16,16-02-2022
17,24-05-2022
18,27-07-2022
19,26-09-2022
20,06-12-2022
21,13-02-2023
22,30-05-2023
23,09-08-2023
24,12-10-2023
3,26-09-2023
3,23-04-2022
9,01-04-2020
10,23-08-2020
11,07-10-2021
12,07-08-2022
13,18-10-2022
14,04-06-2023
15,06-08-2023
16,24-10-2023
4,09-11-2022
9,14-01-2020
10,31-05-2020
11,05-09-2020
12,27-06-2021
13,27-09-2021
14,30-12-2021
15,20-03-2022
16,02-01-2023
17,27-09-2023
3,02-01-2021
2,16-08-2021
3,15-12-2021
4,24-05-2022
5,19-10-2022
6,09-08-2023
4,21-04-2021
11,08-01-2021
12,26-03-2021
13,29-09-2021
14,29-11-2021
15,14-01-2023
2,17-11-2021
3,23-03-2022
4,25-05-2022
5,27-12-2022
6,15-08-2023
4,22-09-2022
5,19-10-2023
23,05-09-2021
24,08-01-2022
25,05-04-2022
26,10-04-2023
22,21-05-2020
23,06-03-2021
24,14-08-2021
2,15-02-2023
3,13-04-2020
4,30-08-2020
5,26-05-2021
6,24-08-2021
20,13-01-2020
21,21-03-2020
22,12-07-2020
7,15-01-2020
4,21-02-2020
5,22-11-2021
6,21-11-2022
7,21-09-2023
3,11-06-2020
4,08-02-2021
5,04-10-2021
6,25-04-2022
5,19-05-2022
6,09-08-2022
4,16-03-2020
5,24-03-2021
6,03-08-2023
9,11-03-2020
10,13-05-2020
11,14-07-2020
12,15-09-2020
13,18-11-2020
14,19-03-2021
15,29-06-2021
16,11-03-2022
17,16-10-2022
18,18-12-2022
19,09-07-2023
20,26-10-2023
4,22-11-2021
5,23-08-2022
2,29-11-2020
3,15-05-2021
5,21-02-2020
6,22-10-2021
7,26-01-2022
8,29-06-2022
9,12-10-2022
10,08-05-2023
10,31-07-2023
11,16-08-2023
3,10-02-2022
4,29-04-2023
5,04-08-2023
7,24-01-2020
8,13-10-2020
9,25-01-2021
10,22-04-2021
11,30-06-2021
12,30-08-2021
13,03-08-2022
4,21-01-2020
5,22-07-2022
6,23-07-2023
3,14-10-2020
4,17-11-2021
5,19-01-2022
6,23-03-2022
7,27-12-2022
2,29-01-2023
3,31-03-2023
8,27-12-2022
9,17-10-2023
8,27-07-2020
3,06-06-2023
5,16-09-2022
6,08-01-2023
7,10-03-2023
8,13-05-2023
9,14-07-2023
10,23-09-2023
2,17-10-2021
6,21-03-2023
7,25-07-2023
7,24-03-2020
10,11-01-2020
11,12-04-2021
6,22-05-2021
3,29-01-2023
4,08-04-2023
2,14-03-2020
3,08-10-2023
18,06-01-2020
19,26-01-2021
20,25-05-2021
21,06-06-2022
22,25-10-2022
23,20-03-2023
24,08-06-2023
25,28-08-2023
3,31-01-2023
4,15-05-2023
5,16-08-2023
2,22-07-2023
2,04-03-2021
3,01-03-2022
9,24-03-2020
10,06-07-2020
11,05-09-2020
12,05-01-2021
13,12-03-2021
14,24-05-2021
15,27-08-2021
16,29-10-2021
17,25-02-2022
18,09-09-2022
19,29-01-2023
20,12-10-2023
2,16-03-2022
3,12-10-2022
4,25-07-2023
8,27-02-2020
9,14-12-2021
10,20-05-2022
11,07-10-2022
12,05-01-2023
13,09-03-2023
14,24-07-2023
2,26-08-2021
3,24-08-2022
5,10-02-2021
6,10-02-2022
11,28-08-2020
12,14-01-2023
13,30-03-2023
3,24-01-2021
3,14-02-2021
4,25-05-2021
4,07-07-2021
5,11-01-2022
3,09-04-2020
4,18-02-2021
5,08-12-2021
6,07-06-2022
7,14-10-2022
8,15-02-2023
9,06-06-2023
10,12-08-2023
14,19-02-2020
15,28-04-2020
16,10-07-2020
17,08-09-2020
18,10-11-2020
19,09-01-2021
20,11-03-2021
21,10-05-2021
22,11-07-2021
23,09-09-2021
24,29-11-2021
25,28-01-2022
26,05-04-2022
27,07-07-2022
28,13-09-2022
29,23-11-2022
30,24-01-2023
31,28-03-2023
32,29-05-2023
33,31-07-2023
34,29-09-2023
10,09-10-2020
11,24-05-2022
2,12-03-2020
3,20-12-2021
2,14-03-2020
5,12-03-2020
4,11-01-2020
5,16-05-2020
6,07-04-2021
7,31-07-2021
8,25-12-2021
9,21-11-2022
10,24-01-2023
11,22-05-2023
12,24-07-2023
13,25-09-2023
15,26-01-2020
16,28-03-2020
18,05-12-2020
17,28-10-2020
19,06-02-2021
20,10-04-2021
21,12-06-2021
22,25-09-2021
23,23-10-2021
24,25-12-2021
25,26-02-2022
26,14-05-2022
27,23-07-2022
28,21-09-2022
29,26-11-2022
30,04-02-2023
31,12-04-2023
32,24-06-2023
33,03-09-2023
2,29-05-2023
2,08-03-2022
7,09-02-2021
8,26-11-2021
3,18-10-2020
3,16-01-2022
4,26-05-2022
3,18-10-2021
4,28-10-2022
8,10-03-2020
9,11-05-2020
10,15-07-2020
11,01-11-2020
12,16-01-2021
13,22-04-2021
14,06-07-2021
15,01-02-2022
16,26-04-2022
17,09-12-2022
18,19-04-2023
19,26-08-2023
4,29-10-2021
5,13-01-2022
6,01-04-2023
7,17-09-2023
6,15-12-2020
7,17-02-2021
8,14-07-2021
9,07-10-2021
10,28-12-2021
11,15-06-2023
12,20-08-2023
11,06-01-2020
12,30-03-2020
13,25-06-2020
14,31-01-2021
15,10-10-2021
16,20-01-2022
8,04-01-2020
9,10-09-2022
4,18-01-2020
5,23-11-2021
6,22-03-2022
9,24-01-2020
10,03-07-2020
11,26-12-2020
12,10-03-2021
13,27-05-2021
14,05-11-2021
15,27-05-2022
16,26-09-2022
17,27-04-2023
2,03-09-2021
12,02-02-2020
13,27-04-2022
14,01-07-2022
15,08-09-2022
16,02-04-2023
13,24-02-2020
14,25-04-2020
15,29-06-2020
16,31-08-2020
17,16-11-2020
18,21-01-2021
19,19-04-2021
